,course_name,course_link,course_instr,course_rating,coures_reviews,course_totalHourse,course_lectures,course_level,price,price_dis,course_enrollmenters
1512,Scholarship Winner: Learn Strategies to Pay for College,https://www.udemy.com/course/scholarship-winner-learn-strategies-to-pay-for-college/,Shayla Price,4.1,11,1.0,21,All Levels,49.99,11.99,0
1513,Math Explained Easy 2 - Fractions,https://www.udemy.com/course/math-explained-easy-fractions/,Antonie van Voorden,4.8,11,41.0,7,Beginner,44.99,11.99,0
1514,Master REAL Useful English with PROJECTS,https://www.udemy.com/course/realenglishpractice/,Jesse Sweed,4.9,11,2.5,40,All Levels,59.99,11.99,0
1515,An Overview of Coastal Ecology,https://www.udemy.com/course/coastal-ecology/,Jennifer McCarthey Tyrell,4.0,11,1.5,10,All Levels,19.99,11.99,0
1516,Instant Anatomy: A course in Human Anatomy,https://www.udemy.com/course/instantanatomy/,Robert Whitaker,3.6,11,23.0,142,All Levels,0.0,49.99,0
1517,D.R.E.A.M System To Create A Udemy Course Fast - Unofficial,https://www.udemy.com/course/fastcourse/,Nikhil Parekh,4.5,11,3.5,20,All Levels,129.99,11.99,0
1518,Approach to hemorrhagic shock in small animals (veterinary),https://www.udemy.com/course/approach-to-hemorrhagic-shock-in-small-animals-veterinary/,"Igor Yankin, DVM, DACVECC",4.5,11,1.0,6,Intermediate,49.99,11.99,0
1519,(How to Get) Your Best English,https://www.udemy.com/course/how-to-get-your-best-english/,Nina Weinstein,4.8,11,44.0,6,Intermediate,24.99,11.99,0
1520,Master the Fundamentals of Geometry | Learn Geometry Basics,https://www.udemy.com/course/master-the-fundamentals-of-geometry/,LetsTute Make it Easy,4.0,11,8.5,63,All Levels,19.99,11.99,0
1521,Gods and Kings: The Art History of Mesopotamia and Arabia,https://www.udemy.com/course/gods-and-kings-the-art-history-of-mesopotamia-and-arabia/,Dr. Lily Filson,4.0,11,1.0,5,All Levels,24.99,11.99,0
1522,Online ESL Games,https://www.udemy.com/course/online-esl-games/,John Angelo,4.7,11,2.5,54,All Levels,39.99,11.99,0
1523,IELTS Step-by-step | Mastering Reading & Writing,https://www.udemy.com/course/ielts-step-by-step-mastering-reading-writing-combo/,"James Castleden, MA Applied Linguistics & DELTA",4.1,11,33.0,226,All Levels,29.99,11.99,0
1524,The Road to Improving Your Writing,https://www.udemy.com/course/the-road-to-becoming-a-better-writer/,Etc Services,4.2,11,1.5,13,All Levels,29.99,11.99,0
1525,Speak Hebrew like a Native: A Practical Conversation Course,https://www.udemy.com/course/speak-hebrew-like-a-native/,ID Consulting,4.4,11,1.5,54,Beginner,129.99,11.99,0
1526,"10 real-life short stories in Chinese, Pinyin and English",https://www.udemy.com/course/100-real-life-short-stories-in-chinese-update-each-week/,John Wang,4.6,11,1.0,11,All Levels,24.99,11.99,0
1527,Swahili for Beginners.,https://www.udemy.com/course/swahili-for-beginners-z/,Karia Justin David,4.5,11,3.0,33,Beginner,19.99,11.99,0
1528,Grade 11 Mathematics from start to finish,https://www.udemy.com/course/grade-11-mathematics/,Lamprecht@Lotter Lötter,4.3,11,20.0,176,All Levels,109.99,11.99,0
1529,2014 Great Decisions: Foreign Policy Association,https://www.udemy.com/course/greatdecisions/,"Foreign Policy Association, Jeffrey Morton",4.8,11,3.5,24,All Levels,24.99,11.99,0
1530,Maths Functions for Beginners,https://www.udemy.com/course/mathematical-functions-basics/,D&D Finance,3.3,11,1.5,15,All Levels,24.99,11.99,0
1531,Julius Caesar Part One: Early Life and Career,https://www.udemy.com/course/julius-caesar-part-one/,"David Halsted, Chris Halsted",4.1,11,1.5,19,All Levels,19.99,11.99,0
1532,Mathematical Logic for Computer Science,https://www.udemy.com/course/mathematical-logic-for-computer-science/,Manuela B,4.8,11,1.5,22,All Levels,39.99,11.99,0
1533,How to get a Band 7 in your IELTS Writing!,https://www.udemy.com/course/the-ielts-writing-course/,Deepa Rama,3.8,11,2.5,10,Intermediate,49.99,11.99,0
1534,Graduate School Admission Strategy for American Schools,https://www.udemy.com/course/graduate-school-admission-strategy-for-american-schools/,Collmission Learning Venture,4.0,11,1.5,14,All Levels,39.99,11.99,0
1535,Physics of Life 3. Fluids,https://www.udemy.com/course/physics-of-life-3-fluids/,Scott Turner,5.0,11,5.5,33,Intermediate,19.99,11.99,0
1536,Mathematics: Refresher Course,https://www.udemy.com/course/mathematics-refresher-course/,Seema Ranaware,4.6,11,5.0,29,Intermediate,34.99,11.99,0
1537,The Most Common Mistakes in English and How to Avoid Them,https://www.udemy.com/course/70-common-mistakes-in-english/,Henry Cassidy ✅,4.9,11,3.5,13,Intermediate,74.99,11.99,0
1538,New SAT Math Crash Course,https://www.udemy.com/course/new-sat-math-crash-course/,Scott Grierson,3.9,11,2.5,42,All Levels,99.99,11.99,0
1539,Learning Strategies for Authentic Classroom Engagement,https://www.udemy.com/course/learning-strategies-for-authentic-classroom-engagement/,Dr. Dheeraj Mehrotra,3.4,11,1.0,10,All Levels,19.99,11.99,0
1540,Learn Quadratic Equations and Functions,https://www.udemy.com/course/learn-quadratic-equations-and-functions/,Sohail Siddiqui,4.3,11,2.0,29,All Levels,129.99,11.99,0
1541,Basics of Trigonometry and its Applications- Math | Geometry,https://www.udemy.com/course/basics-of-trigonometry-and-its-applications/,LetsTute Make it Easy,4.3,11,2.0,14,Beginner,19.99,11.99,0
1542,SAT Chemistry Course - Test Preparation,https://www.udemy.com/course/sat-chemistry-course-test-preparation/,BILAL AHMAD,3.9,11,5.0,30,All Levels,19.99,11.99,0
1543,Math Worksheets Grades 2  Grade 3,https://www.udemy.com/course/video-math-worksheets-for-kids-grades-2-and-3/,Sandy Ingram,4.5,11,1.5,19,Beginner,19.99,11.99,0
1544,Acting & Musical Theatre: Smashing the Drama School Audition,https://www.udemy.com/course/drama-school-audition/,Brian Antoni Maitland,4.4,11,1.5,15,Beginner,19.99,11.99,0
1545,C Language tricky Questions (Company specific),https://www.udemy.com/course/best-150-mcqs-in-c/,shravan Kumar Manthri,3.5,11,5.0,30,All Levels,34.99,11.99,0
1546,Welcome to the Circular Economy,https://www.udemy.com/course/welcome-to-the-circular-economy/,Michael Boyle,3.8,11,2.0,23,Beginner,129.99,11.99,0
1547,Chinese Course: Mastering Pinyin and Pronunciation,https://www.udemy.com/course/free-chinese-course-mastering-pinyin-and-pronunciation/,"8th Avenue Chinese, Mark Schold, Chris Simpson and Julie Tianxia Zhong",4.9,11,2.0,40,Beginner,19.99,11.99,0
1548,Chinese Idiom Stories and Chinese Philosophies season 1,https://www.udemy.com/course/chinese-idiom-stories-and-chinese-philosophies-season-1/,Hong Zeng,4.3,11,6.5,43,All Levels,0.0,0.0,0
1549,Everyday English: Learn Practical Real English Fast,https://www.udemy.com/course/everestenglish1/,Ben Murray,4.6,10,1.0,16,Beginner,0.0,0.0,0
1550,"Greek poetry: ""Ithaca"" by Constantine Cavafy",https://www.udemy.com/course/greek-poetry/,Irene Karageorgos,4.5,10,42.0,26,All Levels,0.0,0.0,0
1551,Philosophical and Sociological Perspectives of Education,https://www.udemy.com/course/philosophical-and-sociological-perspectives-of-education/,Dr. Dheeraj Mehrotra,2.5,10,1.5,20,All Levels,0.0,0.0,0
1552,Best Online Course for Math Olympiads/IITJEE/BITSAT/KVPY/VIT,https://www.udemy.com/course/number-theory-maths-basics-for-school-and-college-students/,Devaki subbalakshmi,4.1,10,6.0,115,All Levels,0.0,0.0,0
1553,Impact of Climate Change on Human Health,https://www.udemy.com/course/climate-change-and-human-health/,Anupriya Aggarwal,4.2,10,39.0,10,Beginner,0.0,0.0,0
1554,Survival Russian Language Course,https://www.udemy.com/course/survival-russian-language-course-for-football-fans/,Irina Skibenko,4.5,10,1.0,44,Beginner,0.0,0.0,0
1555,Nurse Aide CEP Written Test Prep E-Learning Course,https://www.udemy.com/course/nurse-aide-written-exam-prep-tutorial/,JULIE REYNOLDS,4.4,10,1.0,11,All Levels,0.0,0.0,0
1556,Complex Technology Systems,https://www.udemy.com/course/complex-technology-systems/,Systems Innovation,4.3,10,4.0,24,All Levels,0.0,0.0,0
1557,Math Foundation: Geometry,https://www.udemy.com/course/math-foundation-geometry/,Dave James,4.3,10,4.0,109,Beginner,0.0,0.0,0
1558,Learn Redox Reactions In Easy Steps (Chemistry),https://www.udemy.com/course/learn-redox-reactions-in-easy-steps-chemistry/,Gurkan Ozer,4.2,10,1.5,23,All Levels,0.0,0.0,0
1559,Learn Turkish Easily,https://www.udemy.com/course/learn-turkish-easily/,Alaa Jalboush,3.7,10,6.0,45,Beginner,0.0,0.0,0
1560,Biofuels In Automobiles :  Alternative Fuels,https://www.udemy.com/course/biofuels-in-automobile-mechanical-alternativefuels-ezenith-engineering/,Ezenith Education,3.6,10,4.0,81,Beginner,0.0,0.0,0
1561,Vector Calculus Basics for Engineering Students,https://www.udemy.com/course/vector-math-basics-for-engineering-students/,"Cherish Qualls, PhD",4.8,10,5.5,19,Beginner,0.0,0.0,0
1562,Forensic Crash Investigation according to the IBF Protocol,https://www.udemy.com/course/theibfprotocol/,Stanley S Bezuidenhout,4.7,10,3.5,96,Intermediate,0.0,0.0,0
1563,Learn Redox Reactions In Easy Steps (Chemistry),https://www.udemy.com/course/learn-redox-reactions-in-easy-steps-chemistry/,Gurkan Ozer,4.2,10,1.5,23,All Levels,19.99,11.99,0
1564,Biofuels In Automobiles :  Alternative Fuels,https://www.udemy.com/course/biofuels-in-automobile-mechanical-alternativefuels-ezenith-engineering/,Ezenith Education,3.6,10,4.0,81,Beginner,129.99,11.99,0
1565,Vector Calculus Basics for Engineering Students,https://www.udemy.com/course/vector-math-basics-for-engineering-students/,"Cherish Qualls, PhD",4.8,10,5.5,19,Beginner,19.99,11.99,0
1566,Philosophical and Sociological Perspectives of Education,https://www.udemy.com/course/philosophical-and-sociological-perspectives-of-education/,Dr. Dheeraj Mehrotra,2.5,10,1.5,20,All Levels,19.99,11.99,0
1567,Complex Technology Systems,https://www.udemy.com/course/complex-technology-systems/,Systems Innovation,4.3,10,4.0,24,All Levels,39.99,11.99,0
1568,Math Foundation: Geometry,https://www.udemy.com/course/math-foundation-geometry/,Dave James,4.3,10,4.0,109,Beginner,99.99,11.99,0
1569,Learn Turkish Easily,https://www.udemy.com/course/learn-turkish-easily/,Alaa Jalboush,3.7,10,6.0,45,Beginner,19.99,11.99,0
1570,Nurse Aide CEP Written Test Prep E-Learning Course,https://www.udemy.com/course/nurse-aide-written-exam-prep-tutorial/,JULIE REYNOLDS,4.4,10,1.0,11,All Levels,19.99,11.99,0
1571,Survival Russian Language Course,https://www.udemy.com/course/survival-russian-language-course-for-football-fans/,Irina Skibenko,4.5,10,1.0,44,Beginner,19.99,11.99,0
1572,"Modeling, Simulation and Control using Python",https://www.udemy.com/course/modeling-simulation-and-control-using-python/,Muthiah Shanmugam,3.7,10,1.5,15,Intermediate,29.99,11.99,0
1573,Impact of Climate Change on Human Health,https://www.udemy.com/course/climate-change-and-human-health/,Anupriya Aggarwal,4.2,10,39.0,10,Beginner,19.99,11.99,0
1574,Best Online Course for Math Olympiads/IITJEE/BITSAT/KVPY/VIT,https://www.udemy.com/course/number-theory-maths-basics-for-school-and-college-students/,Devaki subbalakshmi,4.1,10,6.0,115,All Levels,29.99,11.99,0
1575,Forensic Crash Investigation according to the IBF Protocol,https://www.udemy.com/course/theibfprotocol/,Stanley S Bezuidenhout,4.7,10,3.5,96,Intermediate,0.0,199.99,0
1576,"Greek poetry: ""Ithaca"" by Constantine Cavafy",https://www.udemy.com/course/greek-poetry/,Irene Karageorgos,4.5,10,42.0,26,All Levels,19.99,11.99,0
1577,Strategic Economic Decision Making,https://www.udemy.com/course/strategic-economic-decision-making/,Jeff Grover,2.9,10,12.0,32,All Levels,94.99,11.99,0
1578,Mini Implants in Orthodontics,https://www.udemy.com/course/mini-implants-in-orthodontics/,Ivelina Koycheva,5.0,10,5.0,13,All Levels,0.0,199.99,0
1579,Paint a cat in watercolor.,https://www.udemy.com/course/paint-a-cat-in-watercolor/,"Olga Osnach, Anastasia Modestova",4.4,10,32.0,6,Intermediate,119.99,11.99,0
1580,Coastal Engineering,https://www.udemy.com/course/coastal-engineering/,Anilcan Taner,3.4,10,3.0,23,Intermediate,0.0,19.99,0
1581,Turkish Language Grammar for Beginners (Fun and Fast),https://www.udemy.com/course/turkish-language-grammar-for-beginners-fun-and-fast/,Sanan Mirzayev,4.1,10,1.0,16,Beginner,19.99,11.99,0
1582,Building Structures in Spanish - Structure 3,https://www.udemy.com/course/building-structures-in-spanish-structure-3/,Kieran Ball,4.8,10,2.0,34,Beginner,129.99,11.99,0
1583,Beyond English: IELTS Writing Task 2,https://www.udemy.com/course/beyond-english-ielts-writing-task-2/,Mark Smith,3.9,10,2.0,11,Intermediate,19.99,11.99,0
1584,Write a Great Research Paper for Success in School!,https://www.udemy.com/course/research-paper/,"Ugur Akinci, Ph.D.",4.2,10,4.0,45,Beginner,0.0,49.99,0
1585,"Be Expert in Swahili Language ""For Beginners""",https://www.udemy.com/course/be-expert-in-swahili-language-for-beginners/,Baraka Yohana Sanga,4.5,10,2.5,12,Beginner,34.99,11.99,0
1586,How To Study the Bible and Enjoy It,https://www.udemy.com/course/how-to-study-the-bible-and-enjoy-it/,Dr. Irie Session,4.2,10,1.0,23,All Levels,29.99,11.99,0
1587,Italian for Beginners A0-A1-A2 | Complete Grammar + Writing,https://www.udemy.com/course/italian-beginners/,Marco Luzi,4.8,10,4.0,59,Beginner,59.99,11.99,0
1588,Master the GK Reading Subtest,https://www.udemy.com/course/master-the-gk-reading-exam/,Elaine Chandler,4.7,10,2.5,19,All Levels,39.99,11.99,0
1589,Principle of Chemical Processes (Two Semester Combined),https://www.udemy.com/course/principle-of-chemical-processes-two-semester-combined/,Kathy Zhang,4.2,10,9.0,52,All Levels,19.99,11.99,0
1590,English Professional Emails,https://www.udemy.com/course/write-excellent-business-emails/,English Academy,3.5,10,1.5,9,Intermediate,19.99,11.99,0
1591,Basic Chinese Study Pinyin Program for Beginners,https://www.udemy.com/course/basic-chinese-study-pinyin-program-for-beginners/,Miracle Mandarin Chinese School,4.0,10,1.0,10,Beginner,74.99,11.99,0
1592,Introduction to Basic Electronics for Engineering,https://www.udemy.com/course/introduction-to-basic-electronics-for-engineering/,Ambily Babu,4.0,10,1.0,9,Beginner,19.99,11.99,0
1593,Learn Advanced Psychology - Spiral Dynamics Basics,https://www.udemy.com/course/spiral-dynamics/,Justin Quinton,3.7,10,1.5,6,Beginner,34.99,11.99,0
1594,Finishing the orthodontic case and retention,https://www.udemy.com/course/finishing-the-orthodontic-case-and-retention/,Ivelina Koycheva,5.0,10,4.0,8,All Levels,0.0,199.99,0
1595,Developing Creative Intelligence among Kids,https://www.udemy.com/course/developing-creative-intelligence-among-kids/,Dr. Dheeraj Mehrotra,4.5,10,37.0,7,All Levels,19.99,11.99,0
1596,Armenian for Beginners,https://www.udemy.com/course/armenian-for-beginners/,Ruzan Mkhitaryan,3.0,10,1.0,14,All Levels,19.99,11.99,0
1597,Terrorism and Counter-terrorism,https://www.udemy.com/course/terrorism-and-counter-terrorism/,SIA Global Security,4.6,10,4.0,41,All Levels,99.99,11.99,0
1598,Edeo - Educational video courses and Marketing Introduction,https://www.udemy.com/course/edeo-educational-video-courses-and-marketing-introduction/,David Yao,3.4,10,6.0,53,All Levels,99.99,11.99,0
1599,Udemy Course Marketing: Social Media & SEO guide ~Unofficial,https://www.udemy.com/course/udemysocialmedia/,"Sergey Kasimov, Jewel & Auret",4.1,10,5.5,66,All Levels,29.99,11.99,0
1600,Algebra,https://www.udemy.com/course/algebra-part-1/,Twinkle Shah,4.9,10,5.0,43,Beginner,19.99,11.99,0
1601,Reservoir Engineering Fundamentals,https://www.udemy.com/course/reservoir-engineering-fundamentals/,Hamam Awad,4.1,10,5.5,29,All Levels,69.99,11.99,0
1602,Improve Your Reading Skills Through Mindfulness,https://www.udemy.com/course/mindful-reading/,Marcy Sproull,4.4,10,34.0,5,All Levels,19.99,11.99,0
1603,Greek Language Made Simple - A Complete Guide,https://www.udemy.com/course/greek-language-made-simple-a-complete-guide/,Courseship Courses,3.9,10,1.0,29,Beginner,19.99,11.99,0
1604,Essential Academic English: Prefixes & Suffixes,https://www.udemy.com/course/essential-academic-english-prefixes-suffixes/,Daniel Owen,4.7,10,4.5,52,Intermediate,39.99,11.99,0
1605,Western European Art After the Fall of Rome,https://www.udemy.com/course/western-european-art-after-the-fall-of-rome/,Dr. Lily Filson,3.4,10,39.0,5,All Levels,24.99,11.99,0
1606,Electrostatics basics,https://www.udemy.com/course/electrostatics-basics/,Prateek Kumar,3.6,10,2.5,13,Beginner,19.99,11.99,0
1607,Basics of Digital Image Processing Hands-on Using Matlab,https://www.udemy.com/course/digital-image-processing-using-matlab/,Pragati Sunilkumar Dwivedi,4.2,10,3.0,15,All Levels,19.99,11.99,0
1608,Nero Magic: world's fastest math tricks to beat calculator,https://www.udemy.com/course/nero-magic-speed-math-tricks/,Nero _,4.4,10,1.5,8,All Levels,19.99,11.99,0
1609,Learning To Teach Online,https://www.udemy.com/course/learning-to-teach-online/,Dr. Dheeraj Mehrotra,1.5,10,37.0,7,All Levels,19.99,11.99,0
1610,Black History: UnMaking of a Slave Vol. 1 Series 1,https://www.udemy.com/course/black-history-unmaking-of-a-slave-v1s1/,"MAWMedia Group, LLC",3.8,10,2.0,12,Beginner,19.99,11.99,0
1611,Chinese Characters You Must Know for HSK 1-2 Volume 1,https://www.udemy.com/course/the-most-common-chinese-characters-001-100-according-hsk/,David Yao,4.4,10,8.5,53,All Levels,129.99,11.99,0
1612,Enrichment analysis: interpret gene lists like a pro,https://www.udemy.com/course/gene-enrichment-analysis/,"Csaba Ortutay, Zsuzsanna Ortutay",3.5,10,43.0,16,Intermediate,44.99,11.99,0
1613,Social worker and Counselling,https://www.udemy.com/course/social-worker-and-counselling/,Ss B,3.5,10,1.0,30,Beginner,129.99,11.99,0
1614,The ultimate organic chemistry animation course.,https://www.udemy.com/course/the-ultimate-organic-chemistry-animation-course/,ahmad hegazy,5.0,10,1.0,23,Intermediate,39.99,11.99,0
1615,History of English Law: A Comprehensive Summary,https://www.udemy.com/course/history-of-law/,Shaveen Bandaranayake,4.5,10,1.5,13,All Levels,49.99,11.99,0
1616,The Age of Exploration or The Age of Discovery,https://www.udemy.com/course/the-age-of-exploration-or-the-age-of-discovery/,Farid Guerby,3.9,10,1.0,17,All Levels,34.99,11.99,0
1617,"Chemistry Exam: Electron configuration, Mass & Atomic Number",https://www.udemy.com/course/how-to-solve-electron-configuration-mass-atomic-number/,AP Academy,4.7,10,1.5,25,Intermediate,49.99,11.99,0
1618,French for Beginners : Level 1 | Master the French basics,https://www.udemy.com/course/speak-french-in-5-minutes-beginner-course-1/,French with handsome,4.6,10,3.0,28,Beginner,24.99,11.99,0
1619,Robot structural design 15 stories residential buildings,https://www.udemy.com/course/robot-structural-design-15-stories-residential-buildings/,Ahmad Traboulsi,4.2,10,3.0,16,All Levels,19.99,11.99,0
1620,How to Sell and Buy in English,https://www.udemy.com/course/how-to-sell-and-buy-in-english/,Joseph Nguyen,4.8,10,1.5,21,Intermediate,19.99,11.99,0
1621,VEX EDR V5 & VEX Coding Studio - Introduction,https://www.udemy.com/course/vex-edr-v5-vex-coding-studio-introduction/,Frank Gibson,4.7,10,1.0,18,Beginner,19.99,12.99,0
1622,Instructional Models for Course Design,https://www.udemy.com/course/instructional-models-for-course-design/,Shanath Kumar,4.0,10,2.5,29,Intermediate,19.99,11.99,0
1623,Matrix Algebra Explained,https://www.udemy.com/course/matrix-algebra-explained/,"John Greene, M.A.",4.8,10,8.5,42,Beginner,19.99,11.99,0
1624,"Learn Urdu Language: Urdu Speaking, Grammar & Conversation",https://www.udemy.com/course/master-urdu-language-in-15-days-for-beginners-super-easy/,Muhammad Nabeel,3.6,10,5.0,131,All Levels,0.0,19.99,0
1625,Complete Turkish Language course for Beginners A1,https://www.udemy.com/course/learn-turkish-for-beginners-level-1/,Ella Eslami,3.5,10,2.0,39,All Levels,19.99,11.99,0
1626,Master the RSA Public Key Cryptosystem in 9 short lessons,https://www.udemy.com/course/master-the-rsa-cryptosystem-in-9-short-lessons/,Danie Brink,4.9,10,1.5,10,All Levels,119.99,11.99,0
1627,Master SAT Reading: Improve Your Vocabulary and Reading Comp,https://www.udemy.com/course/sat-reading/,Craig Anthony,4.2,10,4.5,29,All Levels,24.99,11.99,0
1628,Pre-Calculus Video Series,https://www.udemy.com/course/pre-calculus-video-series/,Jesse Patrick,4.6,10,30.0,65,All Levels,99.99,11.99,0
1629,The Complete Guide to Trigonometry,https://www.udemy.com/course/the-complete-guide-to-trigonometry/,Mike O'Halloran,4.7,10,10.5,79,Intermediate,129.99,11.99,0
1630,Probability and Random Variables,https://www.udemy.com/course/probability-and-random-variables-with-python-applications/,Prof. Dr. Academic Educator,4.5,10,7.5,19,All Levels,19.99,11.99,0
1631,Learn skills to publish fast in high impact factor journals!,https://www.udemy.com/course/learn-skills-to-publish-fast-in-high-impact-factor-journals/,Dr. Tahir Ali Akbar (PhD),4.1,10,2.0,19,All Levels,49.99,11.99,0
1632,"Zero, 1st, 2nd, 3rd, Mixed Conditionals English Masterclass",https://www.udemy.com/course/zero-first-second-third-mixed-conditionals-english-masterclass/,Denis Porhomovici,5.0,10,1.5,10,Intermediate,19.99,11.99,0
1633,Confusing English Vocabulary: Work and Travel,https://www.udemy.com/course/confusing-english-vocabulary-work-and-travel/,Margarita Melnik,5.0,10,1.0,20,Intermediate,39.99,11.99,0
1634,The Complete Course On Math Fundamentals - 2021,https://www.udemy.com/course/the-complete-course-on-math-fundamentals/,Kevin Nguyen,5.0,10,25.0,171,All Levels,129.99,11.99,0
1635,"Cook, Teach:  How I Make My Online Cooking Courses",https://www.udemy.com/course/cook-teach-and-earn-how-i-make-my-udemy-cooking-courses/,石崎力也 (RIKIYA ISHIZAKI),4.0,10,1.0,21,Intermediate,19.99,11.99,0
1636,English Grammar: A Guide to English Tenses,https://www.udemy.com/course/english-grammar-a-guide-to-english-tenses/,Sarah Pooley,4.9,10,3.5,66,Intermediate,19.99,11.99,0
1637,Scientific Word Technical Typesetting (WYSIWYG LaTeX),https://www.udemy.com/course/scientific-word-technical-typesetting/,Christopher Mabb,3.9,10,4.0,52,All Levels,129.99,11.99,0
1638,IELTS Writing Made Simpler (Task 1 & Task 2),https://www.udemy.com/course/ielts-writing-made-simpler/,Barry Leach,4.9,10,10.5,45,Intermediate,129.99,11.99,0
1639,How to Read Substation Single Line Diagram,https://www.udemy.com/course/how-to-read-substation-single-line-diagram-i/,Muhammad Kashif,4.2,10,2.0,7,All Levels,59.99,11.99,0
1640,Professional Modern Standard Arabic for Beginners,https://www.udemy.com/course/learn-modern-standard-arabic-for-beginners/,Isis Sunna,5.0,10,5.5,48,Beginner,129.99,11.99,0
1641,The Classroom Management Secrets,https://www.udemy.com/course/the-classroom-management-secrets/,Dr. Dheeraj Mehrotra,3.8,10,1.0,14,All Levels,19.99,11.99,0
1642,Hypothesis testing in college level statistics - Part 1-,https://www.udemy.com/course/testing-hypotheses-in-statistics-part-1/,Luc Zio,4.1,9,1.5,17,Intermediate,19.99,11.99,0
1643,Essential Swedish: Learn Over 1000 Swedish Words & Phrases,https://www.udemy.com/course/essential-swedish/,Tyler Oliver,3.3,9,2.0,26,Beginner,19.99,11.99,0
1644,Basic Electronic Components: an introduction.,https://www.udemy.com/course/basic-electronic-components/,Al Habbal,4.0,9,2.0,5,Beginner,29.99,11.99,0
1645,Dance Improvisation Teacher Training,https://www.udemy.com/course/dance-improvisation-teacher-training/,Goran Bogdanovski,3.9,9,3.5,32,All Levels,0.0,49.99,0
1646,Learn English Grammar: Present Perfect Tense,https://www.udemy.com/course/learn-english-grammar-present-perfect-tense/,Nina Modak,4.3,9,1.5,15,Intermediate,129.99,11.99,0
1647,Non Destructive Testing Methods (NDT Process),https://www.udemy.com/course/non-destructive-testing-methods/,Naman kumar Gandhi,3.6,9,2.0,14,All Levels,29.99,11.99,0
1648,General Organic chemistry basics(+10hours) for 11th std &MCQ,https://www.udemy.com/course/general-organic-chemistry-basics10hours-for-11th-std-mcq/,Ravindra Shinde,4.5,9,10.5,33,Beginner,19.99,11.99,0
1649,Physics of Life 4. Wave phenomena,https://www.udemy.com/course/physics-of-life-4-wave-phenomena/,Scott Turner,4.9,9,9.0,54,Intermediate,19.99,11.99,0
1650,Revit MEP - Mechanical / HVAC systems,https://www.udemy.com/course/revit-mep-mechanical-systems/,"AulaGEO Academy, Felix Enzo Garofalo Lanzuisi",3.4,9,3.5,35,All Levels,129.99,11.99,0
1651,The Complete English Grammar Course 2021,https://www.udemy.com/course/english-grammar-learning-course/,Mohammed Abdul Wassay Khan,4.7,9,6.5,85,All Levels,129.99,11.99,0
1652,GMAT Quant - Official Prep Course 2020,https://www.udemy.com/course/gmat-quant-complete-guide-tutorial-2020/,Prof. Dr. Boris Vertman,4.3,9,5.0,19,All Levels,19.99,11.99,0
1653,Basics of Sports for Development and Peace (SDP),https://www.udemy.com/course/sportssociology/,Umair Asif,4.0,9,1.5,18,Beginner,19.99,11.99,0
1654,Palette Knife Oil Painting Techniques,https://www.udemy.com/course/oil-painting-with-a-palette-knife/,Heith M Vierow,3.9,9,6.5,17,All Levels,19.99,11.99,0
1655,How To Motivate Children,https://www.udemy.com/course/how-to-motivate-children/,Tracy Atkinson,4.1,9,3.5,43,All Levels,99.99,11.99,0
1656,Geometry basics required for Competitive Exams,https://www.udemy.com/course/maths-geometry-basics-aptitude-arithmetic-quantitativeaptitude/,Devaki subbalakshmi,3.9,9,1.5,22,All Levels,19.99,11.99,0
1657,Carpentry: How to sheath a floor (beginner),https://www.udemy.com/course/how-to-sheath-a-floor-and-install-joist-hangers/,Jeremy Bolduc,4.5,9,34.0,18,Beginner,19.99,11.99,0
1658,Complete Lean Six Sigma Yellow Belt Course™,https://www.udemy.com/course/complete-lean-six-sigma-yellow-belt-course/,Pam Macri,4.2,9,2.5,20,All Levels,39.99,11.99,0
1659,GESTURE PHONICS Level 1（ジェスチャーフォニックス|レベル1）,https://www.udemy.com/course/gesture-phonics-level-1-1/,Sayuri Noda,4.3,9,3.5,38,Beginner,59.99,11.99,0
1660,"Physics: Simple Harmonic Motion, Waves & Sound (AP Physics)",https://www.udemy.com/course/physics-of-simple-harmonic-motion-waves-sound/,Vishesh Nigam,4.9,9,5.5,32,All Levels,19.99,11.99,0
1661,Learn Indonesian with Inten - Full Beginner Course,https://www.udemy.com/course/learn-indonesian-with-inten/,Inten Utari,4.5,9,1.5,11,Beginner,49.99,11.99,0
1662,The complete Autocad advanced level course,https://www.udemy.com/course/autocad-essential/,mahad ahmed,4.4,9,3.0,31,Beginner,19.99,11.99,0
1663,Practical Swedish: Learn Beginner's Swedish in 300 Lessons!,https://www.udemy.com/course/practical-swedish-for-beginners-speak-swedish-from-day-1/,Dan H,1.3,9,23.0,300,Beginner,19.99,11.99,0
1664,Topics in Algebra: Graphing,https://www.udemy.com/course/topics-in-algebra-graphing/,Joe Huston,4.7,9,3.0,27,Beginner,19.99,11.99,0
1665,Complete Vietnamese Course - Upper Intermediate (B2),https://www.udemy.com/course/upper-intermediate-vietnamese-b2-level/,"Vietnamese Language Center, The Phi Huynh",4.5,9,5.0,17,Intermediate,19.99,11.99,0
1666,Learn German Language A2.2: German A2 Course [MUST see 2020],https://www.udemy.com/course/learn-german-language-a22-german-a2-course-must-see-2020/,Kevin Gründel,4.7,9,5.5,14,Intermediate,129.99,11.99,0
1667,How To Become A Udemy Affiliate (Unofficial),https://www.udemy.com/course/how-to-become-a-udemy-affiliate-unofficial/,Michael Ingram,4.6,9,1.0,14,All Levels,24.99,11.99,0
